Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,7,"101,179","13,172","6,960","1,156"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,8,"104,592","13,247","5,476","1,232"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,9,"42,206","12,647","3,596","1,456"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,10,"44,724","13,722","3,312","2,096"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,11,"19,240","13,315",580,576
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,12,"15,668","12,719",44,16
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,1,"11,253","11,744",24,8
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,2,"9,541","12,526",52,20
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,3,"48,508","10,734","2,496","1,544"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,4,"54,541","12,519","3,272","2,172"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,5,"50,686","13,701","4,836","1,936"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,6,"80,641","12,870","6,884","1,832"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,7,"119,420","12,936","6,984","1,612"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,8,"72,008","11,659","5,220","1,308"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,9,"46,909","11,078","4,132","1,736"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,10,"52,302","11,394","4,828","3,008"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,11,"24,986","11,640",876,"1,064"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2016,12,"15,719","13,229",32,8
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,1,"9,842","10,705",24,4
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,2,"11,027","12,430",44,8
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,3,"45,290","10,773","2,224","1,468"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,4,"60,668","11,818","3,416","2,404"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,5,"50,498","11,336","4,580","2,356"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,6,"82,062","10,408","7,384","1,636"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,7,"115,323","11,299","7,728","1,584"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,8,"84,608","7,858","7,332","1,780"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,9,"41,365","11,659","4,596","1,480"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,10,"48,939","12,708","4,236","2,384"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,11,"22,779","12,825","1,108",888
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2017,12,"15,452","12,198",60,8
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,1,"5,813",174,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,2,"5,759",188,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,3,"14,616",342,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,4,"31,721",190,352,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,5,"55,079","1,324","7,845","1,148"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,6,"97,331","1,662","10,500","1,125"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,7,"114,814","1,484","10,775","1,158"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,8,"90,545","1,593","8,220","1,162"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,9,"67,970","1,846","8,210","1,118"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,10,"43,659","1,030","3,898",648
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,11,"11,230",320,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2015,12,"8,788",318,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,1,"6,222",180,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,2,"7,899",188,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,3,"20,491",453,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,4,"28,457","1,023",240,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,5,"58,043","1,977","9,015","1,148"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,6,"104,543","3,042","7,560","6,825"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,7,"119,412","3,090","7,638","1,155"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,8,"93,570","2,637","7,595","1,115"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,9,"72,553","2,834","9,125","1,120"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,10,"50,419","1,161","3,752",710
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,11,"14,510",312,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2016,12,"7,408",260,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,1,"5,601",84,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,2,"5,737",0,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,3,"21,016",254,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,4,"34,568",632,402,272
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,5,"64,239","1,672","9,015","1,148"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,6,"111,130","1,941","6,022","1,115"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,7,"119,918","2,028","5,155","5,178"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,8,"96,470","1,683","4,232","1,155"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,9,"77,036",718,"3,645","5,232"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,10,"51,351",0,"1,408","2,708"
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,11,"14,824",0,0,0
Mesa Verde National Park ,MEVE,National Park,Intermountain ,CO,2017,12,"11,898",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,1,"28,663",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,2,"18,527",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,3,"30,565",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,4,"49,589","20,617",0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,5,"69,225","61,914","1,826",571
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,6,"160,878","75,904","9,891","3,444"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,7,"271,118","139,932","23,280","7,572"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,8,"259,670","129,276","24,426","7,926"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,9,"179,756","75,165","8,047","4,390"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,10,"75,827","78,659","1,014","1,182"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,11,"71,663","40,064",0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2015,12,"21,750",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,1,"34,786",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,2,"26,655",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,3,"28,799",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,4,"50,395",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,5,"93,828","50,588","1,764",652
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,6,"187,037","79,251","8,127","4,395"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,7,"296,922","129,364","19,449","8,469"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,8,"313,699","143,661","26,136","9,837"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,9,"195,579","77,505","8,453","5,228"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,10,"76,232","81,748",336,400
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,11,"27,114",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2016,12,"25,867",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,1,"27,204",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,2,"21,557",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,3,"22,768",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,4,"34,679",0,0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,5,"97,809","54,862","2,223","1,109"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,6,"189,348","85,065","8,370","4,056"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,7,"329,618","137,284","27,315","9,858"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,8,"323,130","152,458","28,080","9,603"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,9,"195,641","78,623","8,268","4,264"
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,10,"89,520","83,931",465,510
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,11,"58,164","38,812",0,0
Mount Rainier National Park ,MORA,National Park,Pacific West ,WA,2017,12,"26,429",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,1,"1,564",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,2,992,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,3,"1,530",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,4,"1,130",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,5,"1,982",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,6,"1,282",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,7,"1,272",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,8,"1,346",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,9,"1,306",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,10,822,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,11,213,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2015,12,453,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,1,374,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,2,466,0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,3,"2,103",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,4,"1,677",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,5,"1,855",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,6,"1,512",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,7,"1,256",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,8,"4,107",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,9,"4,876",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,10,"2,383",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,11,"3,589",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2016,12,"4,694",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,1,"4,788",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,2,"3,817",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,3,"4,838",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,4,"7,496",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,5,"4,666",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,6,"5,180",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,7,"6,090",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,8,"4,421",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,9,"4,218",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,10,"11,494",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,11,"7,666",0,0,0
National Park of American Samoa,NPSA,National Park,Pacific West ,AS,2017,12,"4,794",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,1,59,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,2,149,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,3,215,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,4,212,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,5,"1,410",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,6,"3,277",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,7,"6,297",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,8,"5,526",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,9,"2,868",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,10,502,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,11,105,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2015,12,57,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,1,25,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,2,16,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,3,92,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,4,56,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,5,572,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,6,"4,197",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,7,"7,435",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,8,"9,782",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,9,"5,544",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,10,804,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,11,105,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2016,12,18,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,1,37,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,2,6,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,3,9,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,4,198,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,5,"1,131",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,6,"2,981",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,7,"8,560",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,8,"9,704",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,9,"6,752",0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,10,777,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,11,124,0,0,0
North Cascades National Park,NOCA,National Park,Pacific West ,WA,2017,12,47,0,0,0
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,1,"79,877","57,378",522,833
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,2,"102,766","64,766","1,686","1,432"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,3,"110,453","60,113","2,062","1,313"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,4,"163,263","91,273","2,589","2,270"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,5,"280,726","54,792","9,877","6,989"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,6,"550,337","135,044","19,150","12,404"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,7,"568,820","100,623","30,966","14,353"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,8,"702,159","33,950","33,891","13,517"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,9,"391,825","64,886","16,411","7,303"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,10,"139,783","48,920","4,630","4,079"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,11,"104,817","66,991",551,604
Olympic National Park,OLYM,National Park,Pacific West ,WA,2015,12,"68,935","40,638",244,419
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,1,"97,571","41,832",645,612
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,2,"103,509","59,799","1,127",615
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,3,"126,255","63,141","1,837","1,012"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,4,"171,641","82,396","4,077","2,221"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,5,"341,524","91,983","13,562","7,958"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,6,"459,305","89,154","21,690","10,811"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,7,"563,492","104,975","35,074","14,995"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,8,"813,267","37,210","42,475","15,715"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,9,"409,680","66,995","11,551","7,208"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,10,"114,112","50,640","2,069","2,101"
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,11,"117,426","70,194",426,875
Olympic National Park,OLYM,National Park,Pacific West ,WA,2016,12,"72,439","41,944",338,459
