Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,1,"74,443","171,202",125,520
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,2,"89,315","165,401",86,300
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,3,"119,827","181,037",444,"1,053"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,4,"92,206","200,135",314,"1,637"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,5,"130,482","189,042",556,"2,423"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,6,"156,026","223,667",767,"2,211"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,7,"166,898","196,803",823,"2,953"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,8,"150,302","178,718",328,"2,153"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,9,"139,843","190,732",583,"1,974"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,10,"137,997","201,249",367,"2,248"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,11,"98,468","163,296",236,"1,243"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2015,12,"62,355","182,143",106,698
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,1,"71,988","203,870",78,862
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,2,"70,611","129,725",100,350
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,3,"125,067","222,124",368,"1,800"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,4,"103,658","194,690",230,727
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,5,"137,061","200,645",673,"1,615"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,6,"149,318","206,369",712,"2,372"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,7,"190,199","200,643",586,"2,673"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,8,"181,221","233,829",215,"2,848"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,9,"147,133","198,855",533,"2,016"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,10,"161,294","192,732",105,"2,957"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,11,"118,453","178,115",78,"1,257"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2016,12,"88,297","191,172",28,838
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,1,"78,452","181,887",26,"1,489"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,2,"85,069","211,021",17,"1,621"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,3,"124,670","191,246",192,"2,284"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,4,"107,420","196,964",107,"2,972"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,5,"133,958","210,348",87,"2,257"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,6,"157,374","272,093",29,"2,374"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,7,"177,934","198,237",192,"2,219"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,8,"215,752","193,065",64,"1,983"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,9,"143,475","222,922",550,"1,571"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,10,"126,573","214,110",89,"1,679"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,11,"104,899","173,001",102,"1,098"
Hot Springs National Park,HOSP,National Park,Midwest ,AR,2017,12,"106,040","190,634",12,996
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,1,"55,607",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,2,"47,594",403,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,3,"93,170",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,4,"93,419",432,62,34
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,5,"141,525",446,"1,522",462
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,6,"174,125",432,"2,142",663
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,7,"362,197",446,"4,098",949
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,8,"262,479",446,"3,850",803
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,9,"169,403",432,"2,170",896
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,10,"101,082",446,902,282
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,11,"75,316",432,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2015,12,"64,278",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,1,"56,588",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,2,"73,072",403,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,3,"90,653",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,4,"99,945",432,260,347
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,5,"175,447",446,"1,600",223
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,6,"242,632",432,"3,119",626
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,7,"308,792",446,"4,814",849
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,8,"219,929",446,"3,708",800
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,9,"179,245",432,"2,322",378
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,10,"115,180",446,893,567
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,11,"82,775",432,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2016,12,"53,965",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,1,"60,576",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,2,"85,561",403,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,3,"90,620",446,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,4,"102,570",432,366,298
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,5,"149,426",446,"1,035",418
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,6,"247,641",432,"2,995","1,004"
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,7,"319,946",446,"4,814",849
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,8,"462,357",446,"6,228",809
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,9,"405,688",432,"2,508",453
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,10,"82,494",446,"2,136","1,054"
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,11,"87,193",432,0,0
Indiana Dunes National Park,INDU,National Park,Midwest ,IN,2017,12,"64,399",446,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,1,12,2,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,2,20,2,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,3,41,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,4,78,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,5,947,2,898,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,6,"3,309",19,"1,206",0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,7,"5,059",74,"1,313",0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,8,"7,081",26,"1,398",0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,9,"1,869",11,318,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,10,176,6,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,11,44,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2015,12,48,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,1,26,2,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,2,34,2,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,3,52,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,4,60,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,5,"1,032",2,110,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,6,"4,040",18,376,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,7,"7,567",9,559,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,8,"8,878",16,"1,594",0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,9,"2,911",6,507,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,10,235,18,14,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,11,70,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2016,12,61,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,1,47,5,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,2,67,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,3,87,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,4,128,1,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,5,"1,377",2,379,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,6,"4,576",38,675,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,7,"8,212",28,978,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,8,"10,251",46,"1,195",0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,9,"3,046",11,614,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,10,255,2,9,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,11,69,0,0,0
Isle Royale National Park,ISRO,National Park,Midwest ,MI,2017,12,81,0,0,0
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,1,"169,097",668,"21,516","8,544"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,2,"200,450",760,"18,420","15,912"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,3,"256,873",969,"32,112","10,704"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,4,"216,432",819,"29,128","7,728"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,5,"177,545",668,"21,460","5,865"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,6,"110,176",423,"6,368","1,932"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,7,"102,545",382,"3,340","1,224"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,8,"107,537",406,"6,864","1,884"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,9,"123,171",473,"6,028","1,446"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,10,"163,512",616,"27,480","5,544"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,11,"200,168",756,"26,676","7,206"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2015,12,"198,250",740,"22,792","6,963"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,1,"193,843",769,"21,376","8,034"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,2,"236,807",890,"23,800","9,219"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,3,"327,072","1,218","37,704","10,356"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,4,"242,959",891,"32,420","8,295"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,5,"220,378",830,"24,788","5,139"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,6,"110,505",417,"6,040","1,395"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,7,"149,299",583,"3,844","1,296"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,8,"148,427",576,"5,316","1,053"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,9,"156,795",638,"9,508","2,100"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,10,"220,065",872,"14,996","2,928"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,11,"248,731",940,"27,372","7,599"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2016,12,"250,405",929,"25,800","7,995"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,1,"240,124",910,"23,852","8,028"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,2,"260,139",963,"23,352","10,218"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,3,"404,545","1,507","38,484","12,024"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,4,"361,992","1,374","37,100","11,055"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,5,"221,752",845,"22,788","6,726"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,6,"125,896",470,"7,864","1,518"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,7,"124,571",464,"4,760","1,206"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,8,"142,340",536,"6,172","1,260"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,9,"157,084",571,"10,644","2,664"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,10,"223,008",833,"25,876","6,855"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,11,"307,770","1,120","25,528","8,040"
Joshua Tree National Park,JOTR,National Park,Pacific West ,CA,2017,12,"284,398","1,095","23,964","8,541"
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,1,10,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,2,19,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,3,19,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,4,13,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,5,"27,483",0,72,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,6,"65,558",0,448,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,7,"88,310",0,372,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,8,"80,699",0,418,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,9,"29,213",0,124,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,10,"4,785",0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,11,563,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2015,12,25,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,1,5,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,2,18,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,3,17,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,4,281,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,5,"26,326",0,86,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,6,"79,499",0,364,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,7,"107,851",0,490,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,8,"90,335",0,398,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,9,"37,921",0,176,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,10,"4,180",0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,11,39,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2016,12,62,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,1,27,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,2,46,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,3,31,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,4,16,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,5,"26,598",0,50,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,6,"75,399",0,264,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,7,"100,682",0,488,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,8,"64,760",0,336,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,9,"31,297",0,38,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,10,"4,707",0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,11,12,0,0,0
Kenai Fjords National Park,KEFJ,National Park,Alaska,AK,2017,12,23,0,0,0
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,1,"20,698","1,514",372,216
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,2,"10,966","1,288",477,293
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,3,"18,601","1,645","1,972",665
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,4,"28,188","1,922","2,430","1,313"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,5,"55,976","3,120","5,406","3,473"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,6,"71,510","3,762","14,994","5,425"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,7,"97,830","4,570","29,186","7,524"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,8,"69,287","5,763","14,647","3,050"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,9,"36,798","3,714",598,375
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,10,"36,963","2,279","3,034","1,876"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,11,"12,326","1,121",280,197
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2015,12,"8,963","1,058",226,124
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,1,"18,269","1,253",258,73
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,2,"14,271","1,481",331,80
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,3,"16,977","1,560",865,305
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,4,"27,366","1,768","1,717","1,227"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,5,"60,356","3,185","6,166","3,819"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,6,"84,684","4,004","17,786","6,691"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,7,"120,909","4,499","36,618","7,877"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,8,"91,602","3,159","27,119","5,619"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,9,"81,525","3,725","14,498","4,299"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,10,"51,885","2,842","3,234","1,860"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,11,"25,597","1,713","1,485",626
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2016,12,"14,038","1,449",413,210
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,1,"15,418","1,471",191,67
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,2,"11,318","1,321",172,54
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,3,"21,097","1,382",572,318
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,4,"37,205","1,553","2,156","1,441"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,5,"75,564","2,592","8,309","3,876"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,6,"101,999","4,304","25,170","7,705"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,7,"135,073","5,054","38,678","8,631"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,8,"102,530","3,778","27,803","6,754"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,9,"85,345","2,430","13,916","4,725"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,10,"54,012","2,007","5,355","3,495"
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,11,"29,885","1,315","1,161",474
Kings Canyon National Park,KICA,National Park,Pacific West ,CA,2017,12,"23,486","1,119",801,366
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,1,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,2,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,3,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,4,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,5,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,6,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,7,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,8,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,9,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,10,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,11,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2015,12,0,0,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,1,"1,400",700,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,2,800,400,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,3,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,4,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,5,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,6,"1,200",600,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,7,"1,500",750,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,8,"1,600",800,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,9,"1,600",800,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,10,"1,800",900,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,11,"1,500",750,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2016,12,"1,400",700,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,1,"1,400",700,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,2,800,400,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,3,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,4,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,5,900,450,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,6,"1,200",600,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,7,"1,500",750,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,8,"1,600",800,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,9,"1,600",800,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,10,"1,800",900,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,11,"1,500",750,0,0
Kobuk Valley National Park,KOVA,National Park,Alaska,AK,2017,12,"1,400",700,0,0
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,1,"9,084",0,51,108
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,2,"7,212",0,87,45
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,3,"8,262",0,120,66
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,4,"10,980",0,105,72
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,5,"31,023",0,"2,157",984
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,6,"63,211",0,"21,882","5,583"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,7,"106,868",0,"19,389","7,791"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,8,"106,166",0,"17,877","6,432"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,9,"70,956",0,"9,483","4,950"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,10,"37,395",0,"2,520","2,259"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,11,"8,829",0,72,42
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2015,12,"8,106",0,51,90
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,1,"9,627",0,39,102
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,2,"8,730",0,54,102
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,3,"8,967",0,69,87
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,4,"12,294",0,60,111
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,5,"29,355",0,"1,059",576
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,6,"74,193",0,"8,568","4,902"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,7,"120,958",0,"19,101","7,974"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,8,"105,114",0,"18,255","6,333"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,9,"88,631",0,"10,662","5,937"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,10,"64,396",0,"1,785","1,359"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,11,"8,373",0,69,69
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2016,12,"5,430",0,21,81
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,1,"9,231",0,57,93
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,2,"7,203",0,138,15
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,3,"7,002",0,84,60
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,4,"10,518",0,66,117
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,5,"31,173",0,"1,176",624
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,6,"58,880",0,"7,284","5,076"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,7,"122,834",0,"15,291","6,714"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,8,"111,514",0,"19,191","8,556"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,9,"88,592",0,"11,058","6,204"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,10,"40,581",0,"2,361","2,199"
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,11,"10,335",0,33,54
Lassen Volcanic National Park,LAVO,National Park,Pacific West ,CA,2017,12,"9,393",0,33,18
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,1,"10,855","11,743",36,0
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,2,"7,256","10,458",32,8
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,3,"35,734","10,552","1,140",632
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,4,"54,063","10,733","1,924","1,488"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,5,"53,402","12,496","4,264","1,520"
Mammoth Cave National Park ,MACA,National Park,Southeast ,KY,2015,6,"77,976","12,667","6,016","1,412"
